,ISBN,Book-Title,Book-Author,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Publication_Date,Year-Of-Publication
247189,0671868810,FROM POTTER'S FIELD,Patricia Cornwell,Simon &amp; Schuster Audio,http://images.amazon.com/images/P/0671868810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671868810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671868810.01.LZZZZZZZ.jpg,1995-01-01,1995.0
247315,0449002357,Eye of the Beholder,Daniel Hayes,Fawcett Books,http://images.amazon.com/images/P/0449002357.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449002357.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449002357.01.LZZZZZZZ.jpg,1998-01-01,1998.0
248722,0553587692,The Perfect Husband,LISA GARDNER,Bantam,http://images.amazon.com/images/P/0553587692.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553587692.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553587692.01.LZZZZZZZ.jpg,2004-01-01,2004.0
248824,0553054414,People Like Us,Barbara Cohen,Random House Childrens Books,http://images.amazon.com/images/P/0553054414.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553054414.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553054414.01.LZZZZZZZ.jpg,1987-01-01,1987.0
248846,0684187817,Letting Go,Lynn Hall,Scribner Book Company,http://images.amazon.com/images/P/0684187817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684187817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684187817.01.LZZZZZZZ.jpg,1987-01-01,1987.0
248884,0862418194,Love,Lowell A. Siff,Canongate Books Ltd,http://images.amazon.com/images/P/0862418194.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0862418194.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0862418194.01.LZZZZZZZ.jpg,1998-01-01,1998.0
248967,843761449X,Jane Eyre,Charlotte Bronte,Ediciones Catedra S.A.,http://images.amazon.com/images/P/843761449X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/843761449X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/843761449X.01.LZZZZZZZ.jpg,1998-01-01,1998.0
249010,0553452797,Second Child,John Saul,Random House,http://images.amazon.com/images/P/0553452797.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553452797.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553452797.01.LZZZZZZZ.jpg,1991-01-01,1991.0
249043,0843940549,Shadows,Kimberly Rangel,Leisure Books,http://images.amazon.com/images/P/0843940549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843940549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843940549.01.LZZZZZZZ.jpg,1996-01-01,1996.0
249196,0752843761,Flashback,Jim Lusby,Orion,http://images.amazon.com/images/P/0752843761.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752843761.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752843761.01.LZZZZZZZ.jpg,2001-01-01,2001.0
249346,0881032646,Childhood's End,Arthur C. Clarke,Sagebrush Bound,http://images.amazon.com/images/P/0881032646.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0881032646.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0881032646.01.LZZZZZZZ.jpg,1999-01-01,1999.0
249373,9506440298,Fahrenheit 451,Ray Bradbury,"Plaza &amp; Janes Editores, S.A.",http://images.amazon.com/images/P/9506440298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9506440298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9506440298.01.LZZZZZZZ.jpg,2003-01-01,2003.0
249392,1586214993,The Lake House,James Patterson,Time Warner Audio Major,http://images.amazon.com/images/P/1586214993.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586214993.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586214993.01.LZZZZZZZ.jpg,2003-01-01,2003.0
249424,0099175525,Protect and Defend,RICHARD NORTH PATTERSON,Arrow,http://images.amazon.com/images/P/0099175525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099175525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099175525.01.LZZZZZZZ.jpg,2002-01-01,2002.0
249482,1856975479,Castles,Philip Steele,Kingfisher,http://images.amazon.com/images/P/1856975479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1856975479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1856975479.01.LZZZZZZZ.jpg,1995-01-01,1995.0
249492,0312139284,Behind the Scenes at the Museum,Kate Atkinson,St. Martin's Press,http://images.amazon.com/images/P/0312139284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312139284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312139284.01.LZZZZZZZ.jpg,1996-01-01,1996.0
249645,0446674656,Comeback,Richard Stark,Aspect,http://images.amazon.com/images/P/0446674656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446674656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446674656.01.LZZZZZZZ.jpg,1998-01-01,1998.0
249776,0375806709,The Phantom Tollbooth,Norton Juster,Random House Children's Books,http://images.amazon.com/images/P/0375806709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375806709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375806709.01.LZZZZZZZ.jpg,2000-01-01,2000.0
249816,0525469311,Tales of a Fourth Grade Nothing,Judy Blume,Puffin Books,http://images.amazon.com/images/P/0525469311.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525469311.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525469311.01.LZZZZZZZ.jpg,2002-01-01,2002.0
249857,0688104797,Rain,Robert Kalan,HarperTrophy,http://images.amazon.com/images/P/0688104797.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688104797.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688104797.01.LZZZZZZZ.jpg,1991-01-01,1991.0
249903,0811842444,Wanderlust,Troy M. Litten,Chronicle Books,http://images.amazon.com/images/P/0811842444.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811842444.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811842444.01.LZZZZZZZ.jpg,2004-01-01,2004.0
249918,0874066565,The Ugly Duckling,H. C. Anderson,Lerner Pub Group,http://images.amazon.com/images/P/0874066565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874066565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874066565.01.LZZZZZZZ.jpg,1993-01-01,1993.0
249977,0394820967,Thursday's Child,Noel Streatfeild,Random House Inc,http://images.amazon.com/images/P/0394820967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394820967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394820967.01.LZZZZZZZ.jpg,1971-01-01,1971.0
250262,0552093327,Go Ask Alice,Anon.,Transworld Publishers Ltd,http://images.amazon.com/images/P/0552093327.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552093327.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552093327.01.LZZZZZZZ.jpg,1973-01-01,1973.0
250283,069452543X,"The Miserable Mill (A Series of Unfortunate Events, Book 4)",Lemony Snicket,HarperChildrensAudio,http://images.amazon.com/images/P/069452543X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/069452543X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/069452543X.01.LZZZZZZZ.jpg,2001-01-01,2001.0
250347,1878574507,The Mask,John Arcudi,Dark Horse Comics,http://images.amazon.com/images/P/1878574507.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878574507.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878574507.01.LZZZZZZZ.jpg,1993-01-01,1993.0
250389,2266083147,Madame Bovary,Gustave Flaubert,Pocket (FR),http://images.amazon.com/images/P/2266083147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266083147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266083147.01.LZZZZZZZ.jpg,2000-01-01,2000.0
250463,0373260628,Undue Influence,Miriam Borgenicht,Worldwide Library,http://images.amazon.com/images/P/0373260628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373260628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373260628.01.LZZZZZZZ.jpg,1990-01-01,1990.0
250547,0374249512,Reunion,Fred Uhlman,Farrar Straus &amp; Giroux,http://images.amazon.com/images/P/0374249512.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374249512.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374249512.01.LZZZZZZZ.jpg,1977-01-01,1977.0
250628,0312991347,Blue Moon,Lori Handeland,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312991347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312991347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312991347.01.LZZZZZZZ.jpg,2004-01-01,2004.0
250669,0778320898,The Prize,Brenda Joyce,Mira,http://images.amazon.com/images/P/0778320898.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0778320898.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0778320898.01.LZZZZZZZ.jpg,2004-01-01,2004.0
250729,0816710627,The Velveteen Rabbit,Margery Williams,Troll Communications,http://images.amazon.com/images/P/0816710627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816710627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816710627.01.LZZZZZZZ.jpg,1987-01-01,1987.0
250789,0439316758,Stargirl,Jerry Spinelli,Scholastic,http://images.amazon.com/images/P/0439316758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439316758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439316758.01.LZZZZZZZ.jpg,2000-01-01,2000.0
250794,0553587684,The Other Daughter,LISA GARDNER,Bantam,http://images.amazon.com/images/P/0553587684.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553587684.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553587684.01.LZZZZZZZ.jpg,2004-01-01,2004.0
250817,0373104359,Abduction,Charlotte Lamb,Harlequin Presents,http://images.amazon.com/images/P/0373104359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373104359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373104359.01.LZZZZZZZ.jpg,1981-01-01,1981.0
251011,0688023711,On Wings of Eagles,Ken Follett,Harpercollins,http://images.amazon.com/images/P/0688023711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688023711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688023711.01.LZZZZZZZ.jpg,1983-01-01,1983.0
251034,044021873x,Windy City Blues (V.I. Warshawski Novels (Paperback)),Sara Paretsky,Dell,http://images.amazon.com/images/P/044021873X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044021873X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044021873X.01.LZZZZZZZ.jpg,1996-01-01,1996.0
251153,0897110080,Black Beauty,Anna Sewell,Worlds Great Classics,http://images.amazon.com/images/P/0897110080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0897110080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0897110080.01.LZZZZZZZ.jpg,1975-01-01,1975.0
251160,038512449X,Cry Wolf,Wilbur A. Smith,Bantam Dell Pub Group,http://images.amazon.com/images/P/038512449X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038512449X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038512449X.01.LZZZZZZZ.jpg,1977-01-01,1977.0
251170,0385338082,Can You Keep a Secret?,SOPHIE KINSELLA,Delta,http://images.amazon.com/images/P/0385338082.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385338082.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385338082.01.LZZZZZZZ.jpg,2005-01-01,2005.0
251177,0451176243,Godplayer,Robin Cook,Signet Book,http://images.amazon.com/images/P/0451176243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451176243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451176243.01.LZZZZZZZ.jpg,1993-01-01,1993.0
251197,0739416863,Suddenly You,Lisa Kleypas,"Avon Books, Harper Collins",http://images.amazon.com/images/P/0739416863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739416863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739416863.01.LZZZZZZZ.jpg,2001-01-01,2001.0
251543,0671018183,Obsession,"Mark, John Douglas Olshaker",Simon &amp; Schuster (Trade Division),http://images.amazon.com/images/P/0671018183.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671018183.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671018183.01.LZZZZZZZ.jpg,2000-01-01,2000.0
251649,0385722206  0,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,Anchor,http://images.amazon.com/images/P/0385722206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg,2002-01-01,2002.0
252066,B00008WFXL,The Da Vinci Code,Dan Brown,Doubleday,http://images.amazon.com/images/P/B00008WFXL.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B00008WFXL.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B00008WFXL.01.LZZZZZZZ.jpg,,
252114,039914594x,Blackout,John J. Nance,Putnam Publishing Group,http://images.amazon.com/images/P/039914594X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914594X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914594X.01.LZZZZZZZ.jpg,2000-01-01,2000.0
252268,0553502506,The House on Hope Street,Danielle Steel,Random House Audio Publishing Group,http://images.amazon.com/images/P/0553502506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553502506.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553502506.01.LZZZZZZZ.jpg,2000-01-01,2000.0
252342,0140232818,Acts of Love,Emily Listfield,Penguin USA,http://images.amazon.com/images/P/0140232818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140232818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140232818.01.LZZZZZZZ.jpg,1995-01-01,1995.0
252691,0141311878,My Side of the Mountain,Jean Craighead George,Penguin Putnam,http://images.amazon.com/images/P/0141311878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141311878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141311878.01.LZZZZZZZ.jpg,2001-01-01,2001.0
252758,055347703X,Couplehood,Paul Reiser,Random House Audio,http://images.amazon.com/images/P/055347703X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055347703X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055347703X.01.LZZZZZZZ.jpg,1995-01-01,1995.0
252816,0881030279,Island of the Blue Dolphins,Scott O'Dell,Sagebrush Bound,http://images.amazon.com/images/P/0881030279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0881030279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0881030279.01.LZZZZZZZ.jpg,1999-01-01,1999.0
252918,0752838695,City of Bones,Michael Connelly,"Orion Publishing Group, Ltd.",http://images.amazon.com/images/P/0752838695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752838695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752838695.01.LZZZZZZZ.jpg,2002-01-01,2002.0
252924,1402545355,The No. 1 Ladies' Detective Agency,Alexander McCall-Smith,Recorded Books,http://images.amazon.com/images/P/1402545355.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1402545355.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1402545355.01.LZZZZZZZ.jpg,2003-01-01,2003.0
253098,0553563475,The Rescue,Suzanne Robinson,Bantam Books,http://images.amazon.com/images/P/0553563475.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553563475.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553563475.01.LZZZZZZZ.jpg,1998-01-01,1998.0
253153,0821749021,Tapestry,Karen Ranney,Zebra Books,http://images.amazon.com/images/P/0821749021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821749021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821749021.01.LZZZZZZZ.jpg,1995-01-01,1995.0
253164,0843935316,Obsession,Leona Karr,Leisure Books,http://images.amazon.com/images/P/0843935316.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843935316.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843935316.01.LZZZZZZZ.jpg,1993-01-01,1993.0
253451,1578151139,The Scarlet Letter,Nathaniel Hawthorne,Media Books Audio Publishing,http://images.amazon.com/images/P/1578151139.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1578151139.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1578151139.01.LZZZZZZZ.jpg,1999-01-01,1999.0
253486,0679422080,Durable Goods,Elizabeth Berg,Random House Inc,http://images.amazon.com/images/P/0679422080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679422080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679422080.01.LZZZZZZZ.jpg,1993-01-01,1993.0
253487,1565115392,The Secret Life of Bees,Sue Monk Kidd,Penguin Highbridge,http://images.amazon.com/images/P/1565115392.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565115392.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565115392.01.LZZZZZZZ.jpg,2002-01-01,2002.0
253718,0891097686,The Summons,Dennis McCallum,Navpress,http://images.amazon.com/images/P/0891097686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0891097686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0891097686.01.LZZZZZZZ.jpg,1993-01-01,1993.0
254080,0553526030,Where You Belong,Barbara Taylor Bradford,Random House Audio Publishing Group,http://images.amazon.com/images/P/0553526030.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553526030.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553526030.01.LZZZZZZZ.jpg,2000-01-01,2000.0
254123,1568493398,Passion's Promise,Danielle Steel,Buccaneer Books,http://images.amazon.com/images/P/1568493398.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568493398.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568493398.01.LZZZZZZZ.jpg,1994-01-01,1994.0
254525,0451516508,Wuthering Heights,Emily Bronte,Signet Book,http://images.amazon.com/images/P/0451516508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451516508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451516508.01.LZZZZZZZ.jpg,1959-01-01,1959.0
254611,0670824291,Before and After,Govier,Penguin USA,http://images.amazon.com/images/P/0670824291.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670824291.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670824291.01.LZZZZZZZ.jpg,1989-01-01,1989.0
255367,0140374396,The Magic Circle,Donna Jo Napoli,Puffin Books,http://images.amazon.com/images/P/0140374396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140374396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140374396.01.LZZZZZZZ.jpg,1995-01-01,1995.0
255441,0030615534,Friday,Robert A. Heinlein,Holt Rinehart and Winston,http://images.amazon.com/images/P/0030615534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0030615534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0030615534.01.LZZZZZZZ.jpg,1982-01-01,1982.0
255742,0805038477,Black Water,Rachel Anderson,Henry Holt &amp; Co (J),http://images.amazon.com/images/P/0805038477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805038477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805038477.01.LZZZZZZZ.jpg,1995-01-01,1995.0
255897,1558006354,Eye of the Storm,Jack Higgins,Audio Literature,http://images.amazon.com/images/P/1558006354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558006354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558006354.01.LZZZZZZZ.jpg,1992-01-01,1992.0
256008,0786010002,Cat's Eye,William Johnstone,Pinnacle Books,http://images.amazon.com/images/P/0786010002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786010002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786010002.01.LZZZZZZZ.jpg,1999-01-01,1999.0
256085,0590434047,The Wind in the Willows,Kenneth Grahame,Scholastic,http://images.amazon.com/images/P/0590434047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590434047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590434047.01.LZZZZZZZ.jpg,1989-01-01,1989.0
256464,0553257366,Ragtime,E. L. Doctorow,Bantam Books,http://images.amazon.com/images/P/0553257366.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553257366.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553257366.01.LZZZZZZZ.jpg,1975-01-01,1975.0
256490,080490068X,Great Expectations,Charles Dickens,Airmont Pub Co,http://images.amazon.com/images/P/080490068X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080490068X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080490068X.01.LZZZZZZZ.jpg,1970-01-01,1970.0
256727,0812840100,Until Proven Guilty,Arnold C. Stream,Natl Book Network,http://images.amazon.com/images/P/0812840100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812840100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812840100.01.LZZZZZZZ.jpg,1991-01-01,1991.0
256820,0739434845,No Sanctuary,Helen R. Myers,Mira Books,http://images.amazon.com/images/P/0739434845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739434845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739434845.01.LZZZZZZZ.jpg,2003-01-01,2003.0
256884,555600000X,The Firm,John Grisham,Dell Publishing Company,http://images.amazon.com/images/P/555600000X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/555600000X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/555600000X.01.LZZZZZZZ.jpg,1993-01-01,1993.0
257005,0091832446,Now You See Me,Jean Bedford,Random House Australia Pty Ltd,http://images.amazon.com/images/P/0091832446.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0091832446.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0091832446.01.LZZZZZZZ.jpg,1997-01-01,1997.0
257033,0734403259,Swan Song,Colin Thiele,Star Bright Books,http://images.amazon.com/images/P/0734403259.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0734403259.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0734403259.01.LZZZZZZZ.jpg,2002-01-01,2002.0
257215,0525247262,Firebird,James Carroll,Penguin USA,http://images.amazon.com/images/P/0525247262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525247262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525247262.01.LZZZZZZZ.jpg,1988-01-01,1988.0
257322,0752847899,Riptide,John Lawton,Orion mass market paperback,http://images.amazon.com/images/P/0752847899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752847899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752847899.01.LZZZZZZZ.jpg,2002-01-01,2002.0
257342,0553581392,Courting Trouble,Katie Rose,Fanfare,http://images.amazon.com/images/P/0553581392.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553581392.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553581392.01.LZZZZZZZ.jpg,2000-01-01,2000.0
257820,0375407138,Heartbreaker,Robert Ferrigno,Random House,http://images.amazon.com/images/P/0375407138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375407138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375407138.01.LZZZZZZZ.jpg,1999-01-01,1999.0
257839,0373836155,Killing Time,Leslie Kelly,Harlequin,http://images.amazon.com/images/P/0373836155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373836155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373836155.01.LZZZZZZZ.jpg,2004-01-01,2004.0
257895,0446531472,The Christmas Train,David Baldacci,Warner Books,http://images.amazon.com/images/P/0446531472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446531472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446531472.01.LZZZZZZZ.jpg,2002-01-01,2002.0
257997,0385304277,Journey,Patricia MacLachlan,Delacorte Press,http://images.amazon.com/images/P/0385304277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385304277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385304277.01.LZZZZZZZ.jpg,1991-01-01,1991.0
258023,0440114284,Comes the Blind Fury,John Saul,Dell,http://images.amazon.com/images/P/0440114284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440114284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440114284.01.LZZZZZZZ.jpg,1980-01-01,1980.0
258024,044080082X,How to Eat Fried Worms,Thomas Rockwell,Dell Publishing,http://images.amazon.com/images/P/044080082X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044080082X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044080082X.01.LZZZZZZZ.jpg,1988-01-01,1988.0
258053,0590225375,Little Women,Louisa May Alcott,Little Brown and Company,http://images.amazon.com/images/P/0590225375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590225375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590225375.01.LZZZZZZZ.jpg,1994-01-01,1994.0
258288,0312113773,The Scold's Bridle,Minette Walters,St Martins Pr,http://images.amazon.com/images/P/0312113773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312113773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312113773.01.LZZZZZZZ.jpg,1994-01-01,1994.0
258340,0441003834,The Once and Future King,T. H. White,Ace Books,http://images.amazon.com/images/P/0441003834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441003834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441003834.01.LZZZZZZZ.jpg,1996-01-01,1996.0
258472,1932234039,Strangers,Taichi Yamada,Vertical,http://images.amazon.com/images/P/1932234039.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1932234039.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1932234039.01.LZZZZZZZ.jpg,2003-01-01,2003.0
258666,0739313126,The Da Vinci Code,DAN BROWN,Random House Audio,http://images.amazon.com/images/P/0739313126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739313126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739313126.01.LZZZZZZZ.jpg,2003-01-01,2003.0
258672,0451522400,Madame Bovary,Gustave Flaubert,Signet Book,http://images.amazon.com/images/P/0451522400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451522400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451522400.01.LZZZZZZZ.jpg,1964-01-01,1964.0
258779,0739428934,Once a Thief,Kay Hooper,Bantam Books,http://images.amazon.com/images/P/0739428934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739428934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739428934.01.LZZZZZZZ.jpg,2002-01-01,2002.0
